transaction_id,customer_id,product_id,store_id,cantidad,importe,fecha
TX00085,C0089,P026,T02,1,188.79,2025-07-06
TX00086,C0754,P006,T04,1,65.11,2025-10-15
TX00087,C0500,P048,T01,1,176.69,2023-01-01
TX00088,C0305,P006,T05,3,262.26,2025-11-07
TX00089,C0500,P036,T02,1,193.36,2024-11-29
TX00090,C0538,P024,T01,2,2726.72,2024-11-10
TX00091,C0571,P036,T05,1,292.33,2025-01-14
TX00092,C0449,P046,T04,1,308.54,2024-03-30
TX00093,C0615,P001,T03,1,260.79,2024-08-20
TX00094,C0919,P036,T05,1,60.4,2023-12-03
TX00095,C0377,P032,T02,2,302.15,2025-04-18
TX00096,C0728,P007,T03,1,91.27,2025-03-15
TX00097,C0893,P014,T04,2,92.42,2024-11-23
TX00098,C0463,P007,T04,1,260.63,2023-09-10
TX00099,C0450,P029,T04,1,383.35,2023-10-03
TX00100,C0611,P032,T01,1,38.46,2025-06-05
TX00101,C0602,P038,T04,3,316.81,2023-12-29
TX00102,C0808,P045,T05,1,329.79,2023-08-01
TX00103,C0486,P025,T05,1,142.3,2025-02-26
TX00104,C0995,P027,T05,2,309.7,2024-07-14
TX00105,C0059,P026,T03,3,192.08,2023-10-01
TX00106,C0005,P009,T04,1,356.85,2025-11-15
TX00107,C0646,P020,T05,2,290.51,2024-03-21
TX00108,C0302,P013,T02,1,130.42,2024-12-08
TX00109,C0240,P044,T05,3,267.03,2023-12-31
TX00110,C0321,P033,T05,1,142.5,2023-08-25
TX00111,C0260,P023,T05,1,236.84,2025-05-04
TX00112,C0037,P044,T05,1,341.97,2023-01-27
TX00113,C0965,P034,T01,1,75.22,2023-04-26
TX00114,C0223,P013,T03,2,81.16,2024-08-09
TX00115,C0737,P044,T03,1,43.57,2024-08-27
TX00116,C0761,P014,T05,1,329.33,2023-07-29
TX00117,C0927,P040,T05,2,302.12,2025-03-07
TX00118,C0037,P016,T05,2,323.55,2024-08-12
TX00119,C0872,P045,T01,3,167.27,2024-10-02
TX00120,C0542,P036,T01,1,115.51,2025-06-26
TX00121,C0640,P015,T03,2,227.71,2024-02-07
TX00122,C0650,P047,T02,1,87.42,2023-06-02
TX00123,C0815,P012,T02,2,65.35,2023-03-25
TX00124,C0346,P028,T03,1,69.43,2024-06-06
TX00125,C0737,P001,T03,1,376.25,2023-03-23
TX00126,C0542,P010,T03,1,313.99,2024-09-08
TX00127,C0791,P032,T05,1,47.69,2024-10-12
TX00128,C0989,P034,T02,3,217.83,2025-10-31
TX00129,C0202,P011,T04,1,173.3,2024-12-16
TX00130,C0994,P015,T02,1,145.81,2024-08-24
TX00131,C0084,P014,T05,1,398.72,2023-01-19
TX00132,C0004,P008,T03,1,363.71,2024-05-14
TX00133,C0047,P003,T03,1,322.56,2023-08-21
TX00134,C0358,P025,T03,1,127.48,2025-11-24
TX00135,C0640,P024,T05,2,1514.48,2023-03-31
TX00136,C0067,P019,T02,1,51.29,2023-07-16
TX00137,C0007,P011,T05,1,258.23,2024-03-07
TX00138,C0934,P043,T02,2,181.2,2023-08-01
TX00139,C0817,P014,T05,2,353.88,2025-06-10
TX00140,C0809,P042,T01,2,78.43,2025-07-29
TX00141,C0879,P046,T03,1,47.83,2023-12-31
TX00142,C0716,P017,T05,1,332.22,2024-06-13
TX00143,C0100,P027,T05,1,173.69,2024-10-09
TX00144,C0405,P002,T04,1,223.24,2023-05-10
TX00145,C0728,P048,T05,1,342.34,2025-01-02
TX00146,C0286,P033,T01,1,280.63,2023-06-27
TX00147,C0700,P019,T04,1,332.41,2023-03-05
TX00148,C0028,P031,T02,1,71.82,2025-03-11
TX00149,C0311,P035,T03,3,74.75,2025-02-03
TX00150,C0562,P001,T05,2,73.72,2023-03-27
TX00151,C0640,P001,T05,1,224.12,2023-06-24
TX00152,C0583,P020,T02,2,363.35,2024-12-05
TX00153,C0714,P014,T04,2,343.55,2023-10-19
TX00154,C0007,P011,T02,1,337.2,2024-02-02
TX00155,C0098,P008,T02,1,235.57,2023-04-22
TX00156,C0868,P036,T05,1,47.79,2023-05-18
TX00157,C0694,P017,T01,1,240.63,2024-11-08
TX00158,C0109,P023,T02,1,109.12,2024-08-06
TX00159,C0839,P040,T01,2,140.76,2025-07-11
TX00160,C0244,P022,T05,1,283.51,2023-11-09
TX00161,C0487,P037,T05,1,140.21,2025-05-27
TX00162,C0137,P011,T05,1,318.55,2025-06-12
TX00163,C0722,P018,T03,1,298.53,2025-09-09
TX00164,C0672,P030,T04,1,136.08,2023-08-11
TX00165,C0218,P012,T05,1,126.63,2023-10-14
TX00166,C0864,P035,T02,1,356.81,2023-06-06
TX00167,C0407,P047,T01,2,342.84,2023-03-05
TX00168,C0295,P038,T05,1,244.21,2023-03-17
TX00169,C0143,P036,T03,1,399.52,2025-08-24
TX00170,C0271,P042,T05,1,104.86,2024-08-18
TX00171,C0028,P009,T04,1,54.41,2025-01-15
TX00172,C0587,P033,T01,1,342.23,2023-12-06
TX00173,C0839,P033,T02,1,88.08,2023-10-27
TX00174,C0561,P048,T04,3,35.36,2025-09-25
TX00175,C0223,P015,T01,1,108.93,2024-02-28
TX00176,C0041,P034,T03,1,368.8,2023-04-06
TX00177,C0218,P003,T03,1,388.01,2024-07-14
TX00178,C0422,P048,T03,1,236.66,2025-02-10
TX00179,C0757,P042,T04,1,268.27,2023-06-09
TX00180,C0188,P034,T03,1,364.75,2025-11-23
TX00181,C0727,P026,T03,2,151.11,2025-09-14
TX00182,C0866,P039,T01,1,72.81,2023-12-06
TX00183,C0458,P015,T01,1,126.71,2023-11-04
TX00184,C0816,P012,T02,1,292.58,2023-08-31
TX00185,C0564,P043,T02,1,145.49,2023-08-21
TX00186,C0642,P031,T04,1,244.5,2025-04-21
TX00187,C0542,P002,T02,1,237.92,2023-11-26
TX00188,C0470,P009,T05,1,237.46,2023-04-25
TX00189,C0236,P011,T03,3,216.32,2025-04-10
TX00190,C0305,P039,T05,1,353.83,2024-08-03
TX00191,C0292,P006,T02,1,397.25,2025-09-13
TX00192,C0571,P011,T02,2,248.32,2024-01-08
TX00193,C0115,P040,T05,1,295.19,2024-12-02
TX00194,C0918,P030,T05,1,107.33,2025-02-28
TX00195,C0727,P009,T01,1,218.63,2025-10-29
TX00196,C0407,P044,T04,2,250.09,2023-12-30
TX00197,C0153,P031,T05,1,353.55,2025-12-24
TX00198,C0878,P033,T01,1,270.57,2023-01-03
TX00199,C0822,P044,T04,1,160.74,2023-03-30
TX00200,C0727,P045,T05,1,376.6,2025-09-14
TX00201,C0280,P025,T03,1,301.73,2023-07-20
TX00202,C0409,P028,T02,1,311.03,2023-06-21
TX00203,C0099,P019,T05,2,175.29,2024-01-23
TX00204,C0189,P001,T01,1,64.77,2023-01-15
TX00205,C0784,P025,T02,1,140.04,2025-01-11
TX00206,C0725,P007,T02,1,242.44,2024-06-19
TX00207,C0603,P035,T04,1,252.51,2025-03-24
TX00208,C0894,P014,T04,1,231.87,2024-01-02
TX00209,C0587,P024,T05,1,116.44,2024-09-20
TX00210,C0475,P037,T03,2,171.29,2023-10-10
TX00211,C0353,P043,T01,2,-189.71,2023-11-28
TX00212,C0936,P007,T02,1,318.71,2023-04-17
TX00213,C0077,P011,T04,3,22.01,2023-07-06
TX00214,C0927,P010,T04,3,185.44,2023-05-12
TX00215,C0826,P017,T05,1,251.43,2025-02-26
TX00216,C0126,P026,T05,1,128.86,2023-04-28
TX00217,C0573,P012,T04,1,96.65,2025-11-27
TX00218,C0866,P019,T02,1,247.82,2025-11-22
TX00219,C0579,P045,T02,1,276.13,2025-01-06
TX00220,C0907,P016,T01,3,53.0,2024-07-19
TX00221,C0940,P026,T03,1,1392.56,2024-02-15
TX00222,C0426,P034,T01,2,46.07,2023-07-04
TX00223,C0391,P036,T03,2,232.46,2024-12-13
TX00224,C0933,P023,T03,1,385.96,2025-07-20
TX00225,C0680,P026,T05,1,86.51,2025-11-02
TX00226,C0111,P007,T05,1,131.82,2023-08-28
TX00227,C0047,P033,T03,2,329.0,2024-05-27
TX00228,C0573,P045,T04,3,234.0,2024-05-13
TX00229,C0927,P022,T04,1,360.68,2023-02-26
TX00230,C0842,P031,T01,1,165.42,2024-03-27
TX00231,C0682,P044,T02,2,176.72,2024-12-24
TX00232,C0133,P034,T05,1,336.23,2024-05-23
TX00233,C0259,P019,T01,1,304.54,2024-12-01
TX00234,C0872,P005,T05,3,201.09,2024-12-25
TX00235,C0180,P014,T05,1,3039.2,2024-01-25
TX00236,C0283,P032,T02,1,111.98,2024-06-27
TX00237,C0125,P014,T02,1,114.88,2024-12-30
TX00238,C0683,P010,T01,1,49.83,2025-10-05
TX00239,C0940,P040,T01,2,225.76,2023-03-28
TX00240,C0275,P031,T03,1,207.09,2024-07-16
TX00241,C0486,P032,T02,3,368.08,2024-07-27
TX00242,C0642,P026,T02,2,68.73,2025-12-12
TX00243,C0998,P028,T04,3,32.37,2024-12-12
TX00244,C0100,P026,T02,1,65.74,2025-11-27
TX00245,C0505,P030,T03,1,24.49,2024-03-07
TX00246,C0397,P025,T05,1,157.41,2024-06-15
TX00247,C0865,P012,T05,1,122.38,2024-12-03
TX00248,C0486,P024,T02,1,100.0,2025-02-01
TX00249,C0105,P024,T04,1,88.36,2023-09-26
TX00250,C0642,P037,T02,2,293.91,2024-04-27
TX00251,C0771,P036,T04,2,94.5,2023-11-03
TX00252,C0005,P031,T01,1,209.85,2025-11-24
TX00253,C0858,P035,T03,2,134.01,2023-04-08
TX00254,C0186,P026,T01,1,42.81,2024-06-04
TX00255,C0564,P031,T01,1,147.17,2025-01-09
TX00256,C0421,P024,T05,1,327.81,2024-12-05
TX00257,C0727,P002,T04,1,349.6,2024-02-12
TX00258,C0386,P037,T05,1,224.61,2024-08-05
TX00259,C0868,P023,T03,1,-205.25,2025-07-04
TX00260,C0734,P006,T04,1,196.23,2023-10-24
TX00261,C0656,P011,T03,1,252.68,2025-04-08
TX00262,C0797,P005,T01,1,106.72,2024-10-10
TX00263,C0751,P042,T03,2,250.05,2025-03-20
TX00264,C0044,P018,T04,2,376.73,2025-12-02
TX00265,C0404,P029,T04,1,344.6,2023-09-14
TX00266,C0927,P047,T02,1,377.37,2023-06-13
TX00267,C0118,P014,T02,1,56.31,2025-08-27
TX00268,C0740,P036,T01,1,170.86,2023-06-20
TX00269,C0969,P007,T05,1,52.04,2025-03-09
TX00270,C0055,P020,T05,1,127.99,2023-09-16
TX00271,C0695,P009,T05,2,30.86,2024-12-31
TX00272,C0476,P021,T04,1,350.94,2024-07-11
TX00273,C0586,P036,T04,1,380.42,2023-12-29
TX00274,C0079,P038,T05,1,304.59,2025-06-09
TX00275,C0047,P034,T05,1,151.92,2024-04-10
TX00276,C0672,P006,T04,1,176.64,2023-11-15
TX00277,C0819,P020,T01,1,329.84,2023-10-07
TX00278,C0782,P023,T05,1,23.16,2025-10-04
TX00279,C0560,P031,T03,1,183.57,2024-08-22
TX00280,C0097,P039,T02,2,228.32,2024-01-22
TX00281,C0701,P027,T05,1,114.96,2025-03-09
TX00282,C0243,P025,T02,1,180.45,2024-05-05
TX00283,C0910,P034,T05,2,280.16,2024-08-06
TX00284,C0836,P042,T05,2,176.9,2023-05-21
TX00285,C0722,P012,T02,1,262.02,2025-07-16
TX00286,C0946,P018,T05,1,141.84,2023-11-08
TX00287,C0037,P004,T05,1,389.49,2024-07-31
TX00288,C0740,P018,T02,2,296.3,2024-04-21
TX00289,C0342,P006,T05,1,102.53,2025-05-10
TX00290,C0907,P020,T04,3,196.2,2023-03-06
TX00291,C0271,P022,T01,2,381.62,2023-04-25
TX00292,C0728,P018,T04,1,198.66,2024-01-29
TX00293,C0876,P017,T04,2,66.35,2024-05-24
TX00294,C0047,P025,T04,1,397.92,2024-02-12
TX00295,C0405,P030,T01,1,393.2,2025-08-26
TX00296,C0761,P025,T03,3,80.27,2023-03-28
TX00297,C0460,P048,T05,1,116.26,2024-09-03
TX00298,C0272,P013,T03,2,348.19,2024-03-22
TX00299,C0223,P008,T02,1,143.32,2023-12-09
TX00300,C0127,P018,T05,1,319.87,2023-01-19
TX00301,C0856,P003,T05,2,200.6,2023-11-14
TX00302,C0582,P024,T01,1,209.97,2024-11-24
TX00303,C0073,P041,T01,1,264.94,2023-08-08
TX00304,C0395,P009,T04,1,393.04,2024-12-12
TX00305,C0382,P029,T02,1,163.55,2023-10-03
TX00306,C0179,P017,T01,1,186.25,2024-08-26
TX00307,C0446,P035,T04,1,90.92,2024-12-13
TX00308,C0345,P021,T04,1,335.91,2023-11-25
TX00309,C0359,P005,T05,1,132.36,2024-06-23
TX00310,C0742,P035,T03,1,314.85,2025-11-02
TX00311,C0225,P025,T02,2,255.5,2025-01-15
TX00312,C0647,P040,T02,1,44.07,2025-03-04
TX00313,C0576,P013,T05,1,310.98,2023-11-12
TX00314,C0574,P040,T03,1,263.54,2023-08-15
TX00315,C0667,P007,T05,1,36.64,2023-09-23
TX00316,C0561,P012,T01,1,204.44,2023-07-22
TX00317,C0876,P003,T05,1,167.67,2025-09-30
TX00318,C0681,P034,T05,2,117.26,2025-01-20
TX00319,C0561,P015,T05,2,24.97,2024-03-03
TX00320,C0832,P042,T04,3,336.19,2025-08-16
TX00321,C0617,P041,T01,1,302.52,2025-05-01
TX00322,C0293,P024,T01,2,121.01,2023-03-25
TX00323,C0210,P047,T01,2,49.62,2024-03-18
TX00324,C0143,P034,T01,1,107.79,2025-02-28
TX00325,C0897,P013,T02,1,114.53,2024-01-02
TX00326,C0722,P036,T05,1,60.1,2025-01-03
TX00327,C0934,P044,T04,2,182.29,2023-08-02
TX00328,C0612,P011,T02,1,211.78,2023-11-20
TX00329,C0482,P035,T05,1,153.88,2024-10-07
TX00330,C0059,P036,T03,2,176.69,2025-05-31
TX00331,C0677,P047,T03,1,233.99,2024-03-14
TX00332,C0587,P025,T05,3,116.55,2025-07-15
TX00333,C0988,P029,T04,1,33.17,2024-08-05
TX00334,C0239,P039,T01,1,397.5,2024-09-10
TX00335,C0544,P001,T03,3,101.63,2024-10-06
TX00336,C0658,P002,T03,2,214.28,2023-11-13
TX00337,C0650,P007,T01,1,79.32,2024-06-26
TX00338,C0569,P024,T05,1,117.37,2024-09-07
TX00339,C0774,P006,T05,1,368.8,2023-06-08
TX00340,C0206,P047,T03,2,85.7,2023-07-15
TX00341,C0728,P039,T03,1,327.17,2025-02-20
TX00342,C0627,P006,T01,3,147.07,2025-06-08
TX00343,C0894,P027,T01,2,106.15,2023-01-24
TX00344,C0845,P041,T04,1,219.27,2024-10-15
TX00345,C0325,P035,T05,1,210.91,2024-03-28
TX00346,C0282,P010,T01,1,399.0,2025-07-01
TX00347,C0976,P039,T05,1,104.39,2024-08-16
TX00348,C0542,P026,T02,1,51.37,2023-04-11
TX00349,C0907,P036,T04,1,171.44,2025-06-08
TX00350,C0158,P045,T02,2,202.75,2024-02-10
TX00351,C0648,P032,T04,1,94.52,2025-12-09
TX00352,C0809,P016,T02,1,315.17,2024-10-24
TX00353,C0944,P044,T05,1,275.26,2025-05-17
TX00354,C0350,P024,T03,1,150.92,2023-02-19
TX00355,C0728,P020,T02,3,254.16,2025-06-24
TX00356,C0553,P040,T02,1,371.2,2024-04-23
TX00357,C0060,P013,T03,1,296.82,2023-06-25
TX00358,C0703,P008,T01,1,255.98,2023-10-30
TX00359,C0704,P019,T01,1,325.63,2024-09-16
TX00360,C0927,P029,T04,1,99.42,2024-03-09
TX00361,C0503,P014,T05,1,118.29,2025-09-16
TX00362,C0232,P040,T02,1,273.94,2025-02-10
TX00363,C0048,P038,T05,1,84.72,2024-08-04
TX00364,C0421,P013,T05,1,196.69,2023-01-18
TX00365,C0305,P005,T04,1,271.93,2025-01-07
TX00366,C0759,P007,T01,1,355.69,2025-03-02
TX00367,C0371,P015,T04,1,289.68,2024-10-08
TX00368,C0946,P032,T05,1,90.84,2025-10-22
TX00369,C0958,P030,T05,3,28.17,2024-05-21
TX00370,C0629,P034,T03,1,169.49,2023-11-18
TX00371,C0926,P002,T03,1,155.04,2024-09-11
TX00372,C0759,P016,T05,1,43.56,2024-06-11
TX00373,C0561,P025,T01,3,380.66,2024-04-06
TX00374,C0174,P010,T03,2,269.63,2023-06-29
TX00375,C0466,P047,T04,1,277.64,2024-04-10
TX00376,C0569,P027,T02,1,182.06,2024-10-01
TX00377,C0864,P039,T03,1,70.07,2023-10-11
TX00378,C0491,P038,T05,1,96.88,2023-10-10
TX00379,C0896,P020,T05,2,183.42,2023-10-25
TX00380,C0679,P042,T05,2,140.65,2025-12-27
TX00381,C0132,P047,T01,1,339.02,2023-10-26
TX00382,C0995,P047,T01,2,354.45,2025-04-27
TX00383,C0542,P027,T03,1,374.83,2024-07-14
TX00384,C0403,P010,T02,1,90.2,2024-06-30
TX00385,C0664,P039,T05,1,246.62,2024-04-17
TX00386,C0102,P044,T01,1,281.49,2025-09-03
TX00387,C0642,P009,T05,2,198.13,2025-02-04
TX00388,C0505,P012,T04,1,72.25,2024-01-31
TX00389,C0415,P015,T01,1,388.15,2024-07-06
TX00390,C0948,P027,T02,2,395.53,2024-02-23
TX00391,C0538,P005,T02,3,394.54,2025-09-30
TX00392,C0223,P045,T03,2,357.28,2025-05-25
TX00393,C0466,P026,T01,1,333.24,2024-10-02
TX00394,C0919,P026,T05,3,237.34,2025-12-11
TX00395,C0169,P042,T01,1,191.61,2023-03-28
TX00396,C0218,P016,T05,1,393.86,2023-03-22
TX00397,C0012,P036,T04,1,259.65,2023-04-11
TX00398,C0012,P013,T03,1,356.07,2024-08-08
TX00399,C0830,P030,T02,1,252.99,2023-04-22
TX00400,C0737,P045,T05,2,196.16,2025-07-14
TX00401,C0371,P006,T05,1,315.92,2023-10-05
TX00402,C0714,P026,T04,1,29.47,2025-07-18
TX00403,C0404,P038,T02,2,54.27,2024-10-25
TX00404,C0948,P045,T02,2,66.95,2023-08-22
TX00405,C0960,P046,T04,1,52.42,2025-02-25
TX00406,C0403,P047,T05,1,80.76,2025-02-18
TX00407,C0854,P003,T02,2,234.89,2023-11-04
TX00408,C0774,P011,T02,1,290.58,2025-05-09
TX00409,C0316,P020,T03,2,385.17,2024-08-14
TX00410,C0232,P041,T02,1,70.0,2024-02-20
TX00411,C0466,P001,T05,2,24.64,2025-10-16
TX00412,C0782,P032,T05,2,251.03,2025-10-07
TX00413,C0958,P016,T02,1,200.77,2025-04-19
TX00414,C0762,P029,T01,1,22.5,2024-07-23
TX00415,C0854,P040,T05,2,98.9,2024-01-14
TX00416,C0612,P010,T01,1,33.95,2023-03-08
TX00417,C0836,P043,T05,2,133.41,2023-06-29
TX00418,C0785,P004,T01,1,87.73,2024-08-05
TX00419,C0391,P040,T05,1,233.63,2025-07-21
TX00420,C0564,P048,T05,1,33.62,2024-09-04
TX00421,C0807,P021,T03,2,331.7,2025-05-25
TX00422,C0051,P036,T01,1,71.13,2024-07-16
TX00423,C0808,P022,T05,1,99.74,2024-03-04
TX00424,C0172,P040,T01,1,-2378.4,2025-12-19
TX00425,C0526,P006,T04,2,249.82,2024-08-11
TX00426,C0808,P028,T05,2,118.67,2024-12-25
TX00427,C0259,P009,T05,1,217.49,2025-10-16
TX00428,C0246,P032,T02,2,108.43,2024-08-17
TX00429,C0409,P013,T01,1,196.66,2023-08-30
TX00430,C0893,P048,T02,2,399.62,2025-04-27
TX00431,C0001,P003,T03,1,326.3,2024-03-10
TX00432,C0899,P001,T02,1,116.68,2023-05-19
TX00433,C0146,P020,T03,1,143.09,2023-01-13
TX00434,C0988,P008,T03,1,295.27,2023-03-01
TX00435,C0954,P012,T02,1,148.42,2025-09-08
TX00436,C0502,P031,T01,1,202.97,2025-08-01
TX00437,C0525,P035,T03,1,329.38,2023-04-25
TX00438,C0491,P034,T03,1,277.72,2023-02-08
TX00439,C0642,P014,T05,1,323.82,2024-12-25
TX00440,C0085,P005,T02,1,31.85,2025-02-07
TX00441,C0038,P041,T05,2,236.97,2025-03-08
TX00442,C0058,P012,T05,1,317.29,2024-09-23
TX00443,C0452,P046,T03,2,123.17,2023-06-27
TX00444,C0282,P032,T02,1,335.19,2024-09-11
TX00445,C0629,P014,T05,1,62.65,2023-03-18
TX00446,C0992,P013,T01,1,29.48,2025-09-15
TX00447,C0400,P033,T02,1,370.98,2025-12-08
TX00448,C0582,P020,T03,1,351.28,2025-11-23
TX00449,C0421,P044,T02,1,33.89,2025-03-04
TX00450,C0845,P046,T05,1,138.17,2023-04-01
TX00451,C0900,P044,T05,2,146.65,2023-04-05
TX00452,C0876,P007,T05,2,303.31,2023-02-16
TX00453,C0968,P037,T03,1,99.74,2024-02-15
TX00454,C0032,P013,T03,1,141.28,2025-06-22
TX00455,C0837,P043,T01,1,79.85,2023-08-23
TX00456,C0749,P001,T05,1,58.9,2024-12-18
TX00457,C0232,P036,T03,1,378.45,2024-08-03
TX00458,C0955,P037,T02,1,138.32,2024-11-24
TX00459,C0140,P035,T04,1,31.02,2023-04-14
TX00460,C0687,P007,T04,1,182.06,2024-01-02
TX00461,C0227,P046,T05,2,259.2,2025-07-02
TX00462,C0441,P040,T03,1,330.63,2025-12-28
TX00463,C0727,P006,T04,1,55.31,2025-08-17
TX00464,C0571,P007,T04,1,264.88,2025-08-11
TX00465,C0433,P031,T02,3,74.61,2024-06-12
TX00466,C0338,P024,T05,1,368.56,2024-11-07
TX00467,C0837,P021,T04,1,44.84,2023-08-20
TX00468,C0135,P023,T04,1,84.9,2024-12-14
TX00469,C0438,P039,T05,1,59.11,2023-08-08
TX00470,C0905,P021,T05,1,321.12,2025-12-27
TX00471,C0843,P030,T04,1,110.66,2024-05-14
TX00472,C0406,P036,T02,3,165.85,2024-11-28
TX00473,C0762,P014,T05,1,392.48,2024-12-01
TX00474,C0818,P035,T02,1,274.45,2025-09-23
TX00475,C0886,P008,T05,1,143.64,2023-07-19
TX00476,C0561,P029,T02,1,174.2,2023-08-11
TX00477,C0206,P044,T05,2,163.99,2025-10-09
TX00478,C0259,P042,T01,1,330.47,2023-01-01
TX00479,C0301,P010,T02,1,130.77,2025-07-04
TX00480,C0603,P013,T02,1,140.31,2024-09-15
TX00481,C0038,P028,T03,3,241.44,2025-11-11
TX00482,C0642,P026,T02,2,43.72,2023-04-19
TX00483,C0379,P001,T05,2,156.51,2024-07-31
TX00484,C0299,P002,T02,1,244.26,2024-10-13
TX00485,C0876,P046,T04,1,185.37,2024-03-08
TX00486,C0468,P043,T02,1,91.53,2025-02-26
TX00487,C0090,P024,T04,1,399.03,2023-09-15
TX00488,C0826,P009,T01,1,25.97,2025-09-23
TX00489,C0052,P043,T04,3,71.59,2023-10-09
TX00490,C0729,P042,T04,2,359.56,2025-05-21
TX00491,C0774,P040,T02,1,181.17,2025-07-10
TX00492,C0370,P025,T03,1,181.41,2023-01-16
TX00493,C0824,P037,T04,2,109.96,2025-10-24
TX00494,C0527,P018,T04,3,239.01,2023-03-10
TX00495,C0470,P003,T05,1,160.06,2025-09-13
TX00496,C0051,P045,T01,1,297.89,2024-07-26
TX00497,C0292,P030,T05,1,358.17,2023-07-01
